"2018/10/11 23:18:48",ある,"自社内システム,機会学習,DeepLearning,IOT、ICT,データー解析,WEB解析（ホームページの解析）,セキュリティ,事業戦略・企業戦略とホームページ",WEBを使ったデーター解析を社内向けに行いたい。データー解析することができる人材を確保したい。
"2018/10/11 23:55:55",::1,ある,自社内システム,
"2018/10/12 00:00:55",::1,ある,"自社内システム,IOSアプリ、Androidアプリ",None
